"AE","Count","Frequency","PRR","Drug","fill","id"
"Dysphonia",46,0.00135649199374834,1.30350024285872,"FUROSEMIDE","#FFF100",582
"Dyspnoea",579,0.0170741057473976,1.82521797741449,"FUROSEMIDE","#FF3500",583
"Fall",349,0.0102916457786559,1.64230973897456,"FUROSEMIDE","#FF6B00",584
"Fatigue",462,0.0136238978502551,0.96776468530103,"FUROSEMIDE","#FFFF5D",585
"Feeling abnormal",112,0.00330276311521335,0.720876619941126,"FUROSEMIDE","#FFFFC9",586
"Gait disturbance",135,0.00398100911208752,1.12500005308012,"FUROSEMIDE","#FFFF28",587
"Gastrooesophageal reflux disease",51,0.00150393677567751,1.22407839876869,"FUROSEMIDE","#FFFF0D",588
"Headache",255,0.00751968387838754,0.647613157140644,"FUROSEMIDE","#FFFFE4",589
"Heart rate increased",57,0.00168087051399251,1.09305969811213,"FUROSEMIDE","#FFFF43",590
"Hyperhidrosis",63,0.00185780425230751,0.784612662557872,"FUROSEMIDE","#FFFFAE",591
"Hypersensitivity",43,0.00126802512459084,0.427564612256986,"FUROSEMIDE","white",592
"Hypertension",138,0.00406947598124502,1.15110511517024,"FUROSEMIDE","#FFFF28",593
"Hypoaesthesia",69,0.00203473799062251,0.769210224649294,"FUROSEMIDE","#FFFFAE",594
"Hypotension",249,0.00734275014007254,2.36569693759501,"FUROSEMIDE","red",595
"Infection",65,0.00191678216507918,0.813411058721411,"FUROSEMIDE","#FFFF93",596
"Influenza",51,0.00150393677567751,1.01074966717202,"FUROSEMIDE","#FFFF5D",597
"Insomnia",153,0.00451181032703253,0.89195773180929,"FUROSEMIDE","#FFFF78",598
"Joint swelling",82,0.00241809442363835,1.23007878307638,"FUROSEMIDE","#FFFF0D",599
"Loss of consciousness",98,0.00288991772581168,1.49770155736301,"FUROSEMIDE","#FFA100",600
"Malaise",305,0.00899413169767922,0.935977929305777,"FUROSEMIDE","#FFFF78",601
"Memory impairment",68,0.00200524903423668,0.744673430145238,"FUROSEMIDE","#FFFFAE",602
"Muscle spasms",99,0.00291940668219752,0.904288011800051,"FUROSEMIDE","#FFFF78",603
"Muscular weakness",56,0.00165138155760668,0.81607912822658,"FUROSEMIDE","#FFFF93",604
"Musculoskeletal pain",55,0.00162189260122084,1.2107284313149,"FUROSEMIDE","#FFFF0D",605
"Myalgia",97,0.00286042876942585,0.954664318159939,"FUROSEMIDE","#FFFF5D",606
"Nasal congestion",29,0.000855179735189172,1.02193284027851,"FUROSEMIDE","#FFFF5D",607
"Nasopharyngitis",98,0.00288991772581168,0.816405455453158,"FUROSEMIDE","#FFFF93",608
"Nausea",385,0.0113532482085459,0.828872531392086,"FUROSEMIDE","#FFFF93",609
"Neuropathy peripheral",59,0.00173984842676418,0.984278286884701,"FUROSEMIDE","#FFFF5D",610
"Off label use",218,0.0064285924921117,0.462491535738603,"FUROSEMIDE","white",611
"Oropharyngeal pain",41,0.00120904721181917,0.760476056773718,"FUROSEMIDE","#FFFFAE",612
"Pain",225,0.00663501518681254,0.696466810467011,"FUROSEMIDE","#FFFFC9",613
"Pain in extremity",176,0.0051900563239067,0.892741244562852,"FUROSEMIDE","#FFFF78",614
"Palpitations",68,0.00200524903423668,1.09581275797362,"FUROSEMIDE","#FFFF43",615
"Paraesthesia",56,0.00165138155760668,0.548658164838562,"FUROSEMIDE","#FFFFFF",616
"Peripheral swelling",220,0.00648757040488337,1.88088211982341,"FUROSEMIDE","#FF1A00",617
"Pneumonia",388,0.0114417150777034,2.02691417119454,"FUROSEMIDE","red",618
"Product use issue",177,0.00521954528029253,0.513293454062478,"FUROSEMIDE","#FFFFFF",619
"Pruritus",133,0.00392203119931586,0.78272131753325,"FUROSEMIDE","#FFFFAE",620
"Pyrexia",197,0.0058093244080092,1.01568176111434,"FUROSEMIDE","#FFFF5D",621
"Rash",171,0.00504261154197753,0.739476122568717,"FUROSEMIDE","#FFFFAE",622
"Renal disorder",31,0.000914157647960839,0.994201606843065,"FUROSEMIDE","#FFFF5D",623
"Rhinorrhoea",18,0.000530801214945003,0.573745437107365,"FUROSEMIDE","#FFFFFF",624
"Somnolence",111,0.00327327415882752,0.930958175969863,"FUROSEMIDE","#FFFF78",625
"Swelling",76,0.00224116068532335,1.32297243318741,"FUROSEMIDE","#FFD600",626
"Syncope",112,0.00330276311521335,2.13675223756908,"FUROSEMIDE","red",627
"Tremor",79,0.00232962755448085,0.83055783759971,"FUROSEMIDE","#FFFF93",628
"Unevaluable event",32,0.000943646604346672,0.399872059813792,"FUROSEMIDE","white",629
"Upper respiratory tract infection",39,0.00115006929904751,1.3650874299994,"FUROSEMIDE","#FFD600",630
"Urinary tract infection",151,0.00445283241426086,1.4951680046393,"FUROSEMIDE","#FFA100",631
"Urticaria",41,0.00120904721181917,0.487760796578484,"FUROSEMIDE","white",632
"Vision blurred",53,0.00156291468844918,0.596975950888745,"FUROSEMIDE","#FFFFE4",633
"Visual impairment",37,0.00109109138627584,0.586452654977972,"FUROSEMIDE","#FFFFE4",634
"Vomiting",229,0.00675297101235587,0.850719250790365,"FUROSEMIDE","#FFFF93",635
"Weight decreased",186,0.00548494588776503,1.09562321387456,"FUROSEMIDE","#FFFF43",636
"Weight increased",157,0.00462976615257586,1.28813543149767,"FUROSEMIDE","#FFF100",637
"Abdominal discomfort",147,0.00351254480286738,1.18918325326012,"PREDNISONE","#FFFF0D",638
"Abdominal distension",64,0.00152927120669056,0.916055434118625,"PREDNISONE","#FFFF78",639
"Abdominal pain",187,0.00446833930704898,1.19807347670251,"PREDNISONE","#FFFF0D",640
"Abdominal pain upper",119,0.00284348864994026,0.884645405930224,"PREDNISONE","#FFFF78",641
"Alopecia",138,0.00329749103942652,0.814976633172696,"PREDNISONE","#FFFF93",642
"Anxiety",145,0.0034647550776583,0.729599387334803,"PREDNISONE","#FFFFAE",643
"Arthralgia",504,0.0120430107526882,1.70350109751456,"PREDNISONE","#FF5000",644
"Arthropathy",97,0.00231780167264038,2.53555913978495,"PREDNISONE","red",645
"Asthenia",324,0.00774193548387097,1.22765578149384,"PREDNISONE","#FFFF0D",646
"Back pain",233,0.00556750298685783,1.33309327331833,"PREDNISONE","#FFD600",647
"Balance disorder",53,0.00126642771804062,0.85585087391539,"PREDNISONE","#FFFF93",648
"Blood glucose increased",96,0.00229390681003584,0.764484190354519,"PREDNISONE","#FFFFAE",649
"Blood pressure increased",224,0.00535244922341697,2.03045056886242,"PREDNISONE","red",650
"Cataract",59,0.00140979689366786,1.38318144558561,"PREDNISONE","#FFD600",651
"Chest pain",132,0.00315412186379928,1.05558749151915,"PREDNISONE","#FFFF43",652
"Chills",87,0.00207885304659498,1.17224808779514,"PREDNISONE","#FFFF28",653
"Chronic obstructive pulmonary disease",75,0.0017921146953405,1.99540343101042,"PREDNISONE","#FF0000",654
"Confusional state",87,0.00207885304659498,0.690971907428053,"PREDNISONE","#FFFFC9",655
"Constipation",120,0.0028673835125448,0.776189098310767,"PREDNISONE","#FFFFAE",656
"Contusion",123,0.00293906810035842,1.6899834682718,"PREDNISONE","#FF6B00",657
"Cough",316,0.00755077658303465,1.65038402457757,"PREDNISONE","#FF6B00",658
"Death",232,0.00554360812425329,0.341201497012554,"PREDNISONE","white",659
"Decreased appetite",179,0.00427718040621266,0.949091583240638,"PREDNISONE","#FFFF5D",660
"Dehydration",101,0.00241338112305854,1.0699567495724,"PREDNISONE","#FFFF43",661
"Depression",133,0.00317801672640382,0.855513109283165,"PREDNISONE","#FFFF93",662
"Diabetes mellitus",74,0.00176821983273596,1.59698170156574,"PREDNISONE","#FF8600",663
"Diarrhoea",485,0.0115890083632019,1.00110912635868,"PREDNISONE","#FFFF5D",664
"Dizziness",256,0.00611708482676225,0.691836127809414,"PREDNISONE","#FFFFC9",665
"Drug dose omission",171,0.00408602150537634,0.490389821810911,"PREDNISONE","white",666
"Drug hypersensitivity",140,0.0033452807646356,0.550621763020217,"PREDNISONE","#FFFFFF",667
"Drug ineffective",821,0.0196176821983274,0.960481720430107,"PREDNISONE","#FFFF5D",668
"Dry mouth",62,0.00148148148148148,1.09044014578077,"PREDNISONE","#FFFF43",669
"Dysgeusia",26,0.000621266427718041,0.403943184904696,"PREDNISONE","white",670
"Dyspepsia",46,0.00109916367980884,0.684170758194527,"PREDNISONE","#FFFFC9",671
"Dysphagia",49,0.00117084826762246,0.722113861798783,"PREDNISONE","#FFFFC9",672
"Dysphonia",61,0.00145758661887694,1.41108573603578,"PREDNISONE","#FFBB00",673
"Dyspnoea",503,0.0120191158900836,1.26168279505405,"PREDNISONE","#FFF100",674
"Fall",318,0.00759856630824373,1.19496159754224,"PREDNISONE","#FFFF0D",675
"Fatigue",658,0.0157228195937873,1.12454910066189,"PREDNISONE","#FFFF28",676
"Feeling abnormal",127,0.00303464755077658,0.658844492815092,"PREDNISONE","#FFFFC9",677
"Gait disturbance",207,0.00494623655913979,1.41786714284205,"PREDNISONE","#FFBB00",678
"Gastrooesophageal reflux disease",63,0.00150537634408602,1.22781468899378,"PREDNISONE","#FFFF0D",679
"Headache",420,0.0100358422939068,0.87054888908073,"PREDNISONE","#FFFF93",680
"Heart rate increased",147,0.00351254480286738,2.42432074895696,"PREDNISONE","red",681
"Hyperhidrosis",58,0.00138590203106332,0.578666994993023,"PREDNISONE","#FFFFE4",682
"Hypersensitivity",98,0.00234169653524492,0.799282035797561,"PREDNISONE","#FFFFAE",683
"Hypertension",173,0.00413381123058542,1.17192945790707,"PREDNISONE","#FFFF28",684
"Hypoaesthesia",113,0.00270011947431302,1.03099326314999,"PREDNISONE","#FFFF43",685
"Hypotension",154,0.00367980884109916,1.13555060133157,"PREDNISONE","#FFFF28",686
"Infection",168,0.00401433691756272,1.77613098926906,"PREDNISONE","#FF3500",687
"Influenza",142,0.00339307048984468,2.42802908413121,"PREDNISONE","red",688
"Insomnia",182,0.00434886499402628,0.857582849971168,"PREDNISONE","#FFFF93",689
"Joint swelling",205,0.0048984468339307,2.65773386930117,"PREDNISONE","red",690
"Loss of consciousness",62,0.00148148148148148,0.745134099616858,"PREDNISONE","#FFFFAE",691
"Malaise",385,0.00919952210274791,0.957774656607288,"PREDNISONE","#FFFF5D",692
"Memory impairment",90,0.0021505376344086,0.798838928747467,"PREDNISONE","#FFFFAE",693
"Muscle spasms",116,0.00277180406212664,0.85595343790076,"PREDNISONE","#FFFF93",694
"Muscular weakness",78,0.00186379928315412,0.924148770903774,"PREDNISONE","#FFFF78",695
"Musculoskeletal pain",104,0.00248506571087216,1.91783960099372,"PREDNISONE","#FF1A00",696
"Myalgia",118,0.00281959378733572,0.940036456733231,"PREDNISONE","#FFFF78",697
"Nasal congestion",51,0.00121863799283154,1.48745219777748,"PREDNISONE","#FFA100",698
"Nasopharyngitis",283,0.00676224611708483,2.01225682143079,"PREDNISONE","red",699
"Nausea",481,0.0114934289127838,0.838215770609319,"PREDNISONE","#FFFF93",700
"Neuropathy peripheral",73,0.00174432497013142,0.98678955453149,"PREDNISONE","#FFFF5D",701
"Off label use",385,0.00919952210274791,0.664936716504861,"PREDNISONE","#FFFFC9",702
"Oropharyngeal pain",127,0.00303464755077658,2.01502439342764,"PREDNISONE","red",703
"Pain",572,0.0136678614097969,1.48296126845994,"PREDNISONE","#FFA100",704
"Pain in extremity",323,0.00771804062126643,1.35442559256217,"PREDNISONE","#FFD600",705
"Palpitations",63,0.00150537634408602,0.812736064953931,"PREDNISONE","#FFFF93",706
"Paraesthesia",99,0.00236559139784946,0.791690618639364,"PREDNISONE","#FFFFAE",707
"Peripheral swelling",260,0.00621266427718041,1.80874094105695,"PREDNISONE","#FF3500",708
"Pneumonia",422,0.0100836320191159,1.78242605490799,"PREDNISONE","#FF3500",709
"Product use issue",237,0.00566308243727599,0.555616953565746,"PREDNISONE","#FFFFFF",710
"Pruritus",148,0.00353643966547192,0.701802843001,"PREDNISONE","#FFFFC9",711
"Pyrexia",330,0.00788530465949821,1.40319301053405,"PREDNISONE","#FFBB00",712
"Rash",212,0.00506571087216248,0.741231821916355,"PREDNISONE","#FFFFAE",713
"Renal disorder",25,0.000597371565113501,0.639114546362752,"PREDNISONE","#FFFFE4",714
"Rhinorrhoea",72,0.00172043010752688,1.97333107851013,"PREDNISONE","#FF0000",715
"Somnolence",94,0.00224611708482676,0.62963223188885,"PREDNISONE","#FFFFE4",716
"Swelling",123,0.00293906810035842,1.77512411229101,"PREDNISONE","#FF3500",717
"Syncope",63,0.00150537634408602,0.93171510699457,"PREDNISONE","#FFFF78",718
"Tremor",88,0.00210274790919952,0.745640543036894,"PREDNISONE","#FFFFAE",719
"Unevaluable event",44,0.00105137395459976,0.444073566654212,"PREDNISONE","white",720
"Upper respiratory tract infection",61,0.00145758661887694,1.76678878860989,"PREDNISONE","#FF5000",721
"Urinary tract infection",204,0.00487455197132616,1.65541827831812,"PREDNISONE","#FF6B00",722
"Urticaria",69,0.00164874551971326,0.66770760251377,"PREDNISONE","#FFFFC9",723
"Vision blurred",80,0.0019115890083632,0.732142773111221,"PREDNISONE","#FFFFAE",724
"Visual impairment",33,0.000788530465949821,0.418998374365905,"PREDNISONE","white",725
"Vomiting",261,0.00623655913978495,0.782170693146201,"PREDNISONE","#FFFFAE",726
"Weight decreased",340,0.00812425328554361,1.6662811121107,"PREDNISONE","#FF6B00",727
"Weight increased",223,0.00532855436081243,1.50043038430135,"PREDNISONE","#FFA100",728
"Abdominal discomfort",105,0.00324986845770528,1.09446588290838,"AMLODIPINE BESYLATE","#FFFF43",729
"Abdominal distension",59,0.00182611656194868,1.10202397576573,"AMLODIPINE BESYLATE","#FFFF28",730
"Abdominal pain",141,0.00436410907177567,1.16644461024441,"AMLODIPINE BESYLATE","#FFFF28",731
"Abdominal pain upper",115,0.0035593797393915,1.11785119446908,"AMLODIPINE BESYLATE","#FFFF28",732
"Alopecia",91,0.00281655266334458,0.69448354454114,"AMLODIPINE BESYLATE","#FFFFC9",733
"Anxiety",106,0.00328081958587391,0.691905689735931,"AMLODIPINE BESYLATE","#FFFFC9",734
"Arthralgia",248,0.00767587978581819,1.05399014781827,"AMLODIPINE BESYLATE","#FFFF43",735
"Arthropathy",26,0.000804729332384165,0.817387881847995,"AMLODIPINE BESYLATE","#FFFF93",736
"Asthenia",314,0.00971865424494723,1.55509190254278,"AMLODIPINE BESYLATE","#FF8600",737
"Back pain",170,0.0052616917886657,1.25202366517599,"AMLODIPINE BESYLATE","#FFF100",738
"Balance disorder",90,0.00278560153517596,1.95900195848307,"AMLODIPINE BESYLATE","#FF0000",739
"Blood glucose increased",88,0.00272369927883871,0.914828958119927,"AMLODIPINE BESYLATE","#FFFF78",740
"Blood pressure increased",161,0.0049831316351481,1.86016098765703,"AMLODIPINE BESYLATE","#FF1A00",741
"Cataract",59,0.00182611656194868,1.8111739332652,"AMLODIPINE BESYLATE","#FF3500",742
"Chest pain",122,0.00377603763657185,1.27263400880486,"AMLODIPINE BESYLATE","#FFF100",743
"Chills",61,0.00188801881828593,1.0585121270953,"AMLODIPINE BESYLATE","#FFFF43",744
"Chronic obstructive pulmonary disease",50,0.00154755640843109,1.68819322083279,"AMLODIPINE BESYLATE","#FF6B00",745
"Confusional state",113,0.00349747748305426,1.18688984531476,"AMLODIPINE BESYLATE","#FFFF0D",746
"Constipation",176,0.00544739855767743,1.51694017984759,"AMLODIPINE BESYLATE","#FFA100",747
"Contusion",83,0.0025689436379956,1.45502369108729,"AMLODIPINE BESYLATE","#FFBB00",748
"Cough",208,0.00643783465907332,1.38510670250896,"AMLODIPINE BESYLATE","#FFD600",749
"Death",165,0.00510693614782259,0.316261480954416,"AMLODIPINE BESYLATE","white",750
"Decreased appetite",231,0.00714971060695162,1.62521997011323,"AMLODIPINE BESYLATE","#FF6B00",751
"Dehydration",106,0.00328081958587391,1.47412106066137,"AMLODIPINE BESYLATE","#FFA100",752
"Depression",108,0.00334272184221115,0.902719583799159,"AMLODIPINE BESYLATE","#FFFF78",753
"Diabetes mellitus",44,0.00136184963941936,1.20603577361756,"AMLODIPINE BESYLATE","#FFFF0D",754
"Diarrhoea",462,0.0142994212139032,1.24588460186738,"AMLODIPINE BESYLATE","#FFFF0D",755
"Dizziness",341,0.0105543347055,1.2201006753287,"AMLODIPINE BESYLATE","#FFFF0D",756
"Drug dose omission",186,0.00575690983936364,0.699896096165296,"AMLODIPINE BESYLATE","#FFFFC9",757
"Drug hypersensitivity",152,0.00470457148163051,0.78456910355702,"AMLODIPINE BESYLATE","#FFFFAE",758
"Drug ineffective",375,0.0116066730632332,0.56047351485811,"AMLODIPINE BESYLATE","#FFFFFF",759
"Dry mouth",53,0.00164040979293695,1.21141250769709,"AMLODIPINE BESYLATE","#FFFF0D",760
"Dysgeusia",85,0.00263084589433285,1.80847862747643,"AMLODIPINE BESYLATE","#FF3500",761
"Dyspepsia",65,0.00201182333096041,1.28324593563375,"AMLODIPINE BESYLATE","#FFF100",762
"Dysphagia",48,0.00148565415209384,0.925605432402518,"AMLODIPINE BESYLATE","#FFFF78",763
"Dysphonia",52,0.00160945866476833,1.55957249745806,"AMLODIPINE BESYLATE","#FF8600",764
"Dyspnoea",430,0.0133089851125074,1.40005617574558,"AMLODIPINE BESYLATE","#FFBB00",765
"Fall",302,0.00934724070692377,1.48172607071424,"AMLODIPINE BESYLATE","#FFA100",766
"Fatigue",536,0.0165898046983813,1.18765308354609,"AMLODIPINE BESYLATE","#FFFF0D",767
"Feeling abnormal",112,0.00346652635488564,0.757992914654888,"AMLODIPINE BESYLATE","#FFFFAE",768
"Gait disturbance",156,0.00482837599430499,1.37618204592063,"AMLODIPINE BESYLATE","#FFD600",769
"Gastrooesophageal reflux disease",67,0.00207372558729766,1.71620870047505,"AMLODIPINE BESYLATE","#FF5000",770
"Headache",329,0.0101829211674766,0.884954866383858,"AMLODIPINE BESYLATE","#FFFF78",771
"Heart rate increased",60,0.0018570676901173,1.21250896126529,"AMLODIPINE BESYLATE","#FFFF0D",772
"Hyperhidrosis",53,0.00164040979293695,0.690753062456504,"AMLODIPINE BESYLATE","#FFFFC9",773
"Hypersensitivity",66,0.00204277445912904,0.696165102760368,"AMLODIPINE BESYLATE","#FFFFC9",774
"Hypertension",227,0.00702590609427714,2.04939866386847,"AMLODIPINE BESYLATE","red",775
"Hypoaesthesia",101,0.0031260639450308,1.20036106694127,"AMLODIPINE BESYLATE","#FFFF0D",776
"Hypotension",197,0.00609737224921848,1.93138250134473,"AMLODIPINE BESYLATE","#FF0000",777
"Infection",40,0.00123804512674487,0.520085356921326,"AMLODIPINE BESYLATE","#FFFFFF",778
"Influenza",47,0.00145470302392522,0.97646223062949,"AMLODIPINE BESYLATE","#FFFF5D",779
"Insomnia",177,0.00547834968584605,1.09086235548451,"AMLODIPINE BESYLATE","#FFFF43",780
"Joint swelling",91,0.00281655266334458,1.44285289971836,"AMLODIPINE BESYLATE","#FFBB00",781
"Loss of consciousness",79,0.00244513912532112,1.25549450337244,"AMLODIPINE BESYLATE","#FFF100",782
"Malaise",312,0.00965675198860999,1.00758793974233,"AMLODIPINE BESYLATE","#FFFF5D",783
"Memory impairment",85,0.00263084589433285,0.985816176858181,"AMLODIPINE BESYLATE","#FFFF5D",784
"Muscle spasms",129,0.0039926955337522,1.25215942268916,"AMLODIPINE BESYLATE","#FFF100",785
"Muscular weakness",91,0.00281655266334458,1.4222642453274,"AMLODIPINE BESYLATE","#FFBB00",786
"Musculoskeletal pain",64,0.00198087220279179,1.49274243499327,"AMLODIPINE BESYLATE","#FFA100",787
"Myalgia",115,0.0035593797393915,1.19824460229049,"AMLODIPINE BESYLATE","#FFFF0D",788
"Nasal congestion",42,0.00129994738308211,1.58411122556492,"AMLODIPINE BESYLATE","#FF8600",789
"Nasopharyngitis",129,0.0039926955337522,1.14130589059971,"AMLODIPINE BESYLATE","#FFFF28",790
"Nausea",402,0.0124423535237859,0.911314066135189,"AMLODIPINE BESYLATE","#FFFF78",791
"Neuropathy peripheral",54,0.00167136092110557,0.94422393247958,"AMLODIPINE BESYLATE","#FFFF78",792
"Off label use",227,0.00702590609427714,0.506752498574358,"AMLODIPINE BESYLATE","#FFFFFF",793
"Oropharyngeal pain",74,0.00229038348447801,1.4779756083889,"AMLODIPINE BESYLATE","#FFA100",794
"Pain",264,0.00817109783651614,0.863264679611138,"AMLODIPINE BESYLATE","#FFFF93",795
"Pain in extremity",224,0.00693305270977127,1.20599265933688,"AMLODIPINE BESYLATE","#FFFF0D",796
"Palpitations",92,0.0028475037915132,1.58240543458261,"AMLODIPINE BESYLATE","#FF8600",797
"Paraesthesia",102,0.00315701507319942,1.06930106901784,"AMLODIPINE BESYLATE","#FFFF43",798
"Peripheral swelling",200,0.00619022563372435,1.78620313384917,"AMLODIPINE BESYLATE","#FF3500",799
"Pneumonia",271,0.00838775573369649,1.45446018921149,"AMLODIPINE BESYLATE","#FFBB00",800
"Product use issue",190,0.00588071435203813,0.580202282587542,"AMLODIPINE BESYLATE","#FFFFE4",801
"Pruritus",155,0.00479742486613637,0.9639533446504,"AMLODIPINE BESYLATE","#FFFF5D",802
"Pyrexia",182,0.00563310532668916,0.983737448801268,"AMLODIPINE BESYLATE","#FFFF5D",803
"Rash",174,0.00538549630134018,0.791585639357362,"AMLODIPINE BESYLATE","#FFFFAE",804
"Renal disorder",44,0.00136184963941936,1.50792207489855,"AMLODIPINE BESYLATE","#FFA100",805
"Rhinorrhoea",42,0.00129994738308211,1.4502708067593,"AMLODIPINE BESYLATE","#FFBB00",806
"Somnolence",130,0.00402364666192083,1.1535075260687,"AMLODIPINE BESYLATE","#FFFF28",807
"Swelling",48,0.00148565415209384,0.862440757225443,"AMLODIPINE BESYLATE","#FFFF93",808
"Syncope",70,0.00216657897180352,1.36231313641332,"AMLODIPINE BESYLATE","#FFD600",809
"Tremor",85,0.00263084589433285,0.941931199337177,"AMLODIPINE BESYLATE","#FFFF78",810
"Unevaluable event",44,0.00136184963941936,0.581481533708467,"AMLODIPINE BESYLATE","#FFFFE4",811
"Upper respiratory tract infection",25,0.000773778204215544,0.903116558110417,"AMLODIPINE BESYLATE","#FFFF78",812
"Urinary tract infection",134,0.00414745117459531,1.38619350268819,"AMLODIPINE BESYLATE","#FFD600",813
"Urticaria",50,0.00154755640843109,0.628038854172198,"AMLODIPINE BESYLATE","#FFFFE4",814
"Vision blurred",80,0.00247609025348974,0.958686881117123,"AMLODIPINE BESYLATE","#FFFF5D",815
"Visual impairment",60,0.0018570676901173,1.01416644599659,"AMLODIPINE BESYLATE","#FFFF5D",816
"Vomiting",218,0.00674734594075954,0.850218444827789,"AMLODIPINE BESYLATE","#FFFF93",817
"Weight decreased",221,0.00684019932526541,1.37973807187908,"AMLODIPINE BESYLATE","#FFD600",818
"Weight increased",128,0.00396174440558358,1.09427387991389,"AMLODIPINE BESYLATE","#FFFF43",819
"Abdominal discomfort",30,0.00166583374979177,0.554251001812195,"RIVAROXABAN","#FFFFFF",820
"Abdominal distension",13,0.000721861291576434,0.429202396156419,"RIVAROXABAN","white",821
"Abdominal pain",28,0.00155477816647232,0.408339797381473,"RIVAROXABAN","white",822
"Abdominal pain upper",27,0.00149925037481259,0.463968188023028,"RIVAROXABAN","white",823
"Alopecia",42,0.00233216724970848,0.576469807438871,"RIVAROXABAN","#FFFFE4",824
"Anxiety",15,0.000832916874895885,0.174706743688352,"RIVAROXABAN","white",825
"Arthralgia",57,0.00316508412460436,0.428913746322498,"RIVAROXABAN","white",826
"Arthropathy",11,0.000610805708256983,0.619768558158844,"RIVAROXABAN","#FFFFE4",827
"Asthenia",117,0.00649675162418791,1.02001156250376,"RIVAROXABAN","#FFFF5D",828
"Back pain",51,0.00283191737464601,0.663512262633343,"RIVAROXABAN","#FFFFC9",829
"Balance disorder",12,0.000666333499916708,0.448379103861243,"RIVAROXABAN","white",830
"Blood glucose increased",19,0.00105502804153479,0.350895769281471,"RIVAROXABAN","white",831
"Blood pressure increased",21,0.00116608362485424,0.417653523835692,"RIVAROXABAN","white",832
"Cataract",11,0.000610805708256983,0.584164832477378,"RIVAROXABAN","#FFFFE4",833
"Chest pain",66,0.0036648342495419,1.22890326563686,"RIVAROXABAN","#FFFF0D",834
"Chills",14,0.00077738908323616,0.430076038903625,"RIVAROXABAN","white",835
"Chronic obstructive pulmonary disease",27,0.00149925037481259,1.61610022326966,"RIVAROXABAN","#FF8600",836
"Confusional state",36,0.00199900049975012,0.669561642427668,"RIVAROXABAN","#FFFFC9",837
"Constipation",49,0.00272086179132656,0.740332164426261,"RIVAROXABAN","#FFFFAE",838
"Contusion",74,0.0041090565828197,2.35139782114035,"RIVAROXABAN","red",839
"Cough",47,0.00260980620800711,0.549079894875871,"RIVAROXABAN","#FFFFFF",840
"Death",291,0.0161585873729802,1.02588885641925,"RIVAROXABAN","#FFFF43",841
"Decreased appetite",64,0.00355377866622244,0.787102876253423,"RIVAROXABAN","#FFFFAE",842
"Dehydration",30,0.00166583374979177,0.732315993592446,"RIVAROXABAN","#FFFFAE",843
"Depression",15,0.000832916874895885,0.222259751691385,"RIVAROXABAN","white",844
"Diabetes mellitus",13,0.000721861291576434,0.630052449503404,"RIVAROXABAN","#FFFFE4",845
"Diarrhoea",102,0.00566383474929202,0.484286960571455,"RIVAROXABAN","white",846
"Dizziness",148,0.0082181131656394,0.941638026258347,"RIVAROXABAN","#FFFF78",847
"Drug dose omission",71,0.00394247320784052,0.479476103398517,"RIVAROXABAN","white",848
"Drug hypersensitivity",18,0.000999500249875062,0.165205317914677,"RIVAROXABAN","white",849
"Drug ineffective",125,0.00694097395746571,0.336004659347134,"RIVAROXABAN","white",850
"Dry mouth",14,0.00077738908323616,0.564974586271941,"RIVAROXABAN","#FFFFFF",851
"Dysgeusia",20,0.00111055583319451,0.738454737128477,"RIVAROXABAN","#FFFFAE",852
"Dyspepsia",30,0.00166583374979177,1.05315485717057,"RIVAROXABAN","#FFFF43",853
"Dysphagia",19,0.00105502804153479,0.654569540626512,"RIVAROXABAN","#FFFFC9",854
"Dysphonia",10,0.000555277916597257,0.522717698742252,"RIVAROXABAN","#FFFFFF",855
"Dyspnoea",170,0.00943972458215337,0.978814514311472,"RIVAROXABAN","#FFFF5D",856
"Fall",213,0.0118274196235216,1.8752843155142,"RIVAROXABAN","#FF1A00",857
"Fatigue",148,0.0082181131656394,0.579640040328181,"RIVAROXABAN","#FFFFE4",858
"Feeling abnormal",32,0.00177688933311122,0.387160757963238,"RIVAROXABAN","white",859
"Gait disturbance",44,0.00244322283302793,0.682978784239721,"RIVAROXABAN","#FFFFC9",860
"Gastrooesophageal reflux disease",11,0.000610805708256983,0.488102171136654,"RIVAROXABAN","white",861
"Headache",111,0.00616358487422955,0.532897573140723,"RIVAROXABAN","#FFFFFF",862
"Heart rate increased",27,0.00149925037481259,0.971057338765776,"RIVAROXABAN","#FFFF5D",863
"Hyperhidrosis",21,0.00116608362485424,0.4914722666796,"RIVAROXABAN","white",864
"Hypersensitivity",19,0.00105502804153479,0.358861621024524,"RIVAROXABAN","white",865
"Hypertension",43,0.0023876950413682,0.667249061201448,"RIVAROXABAN","#FFFFC9",866
"Hypoaesthesia",34,0.00188794491643067,0.71584325930666,"RIVAROXABAN","#FFFFC9",867
"Hypotension",74,0.0041090565828197,1.26681960802863,"RIVAROXABAN","#FFF100",868
"Infection",10,0.000555277916597257,0.233705712686728,"RIVAROXABAN","white",869
"Influenza",11,0.000610805708256983,0.405550179120189,"RIVAROXABAN","white",870
"Insomnia",41,0.00227663945804875,0.446975573143762,"RIVAROXABAN","white",871
"Joint swelling",24,0.00133266699983342,0.667819936185753,"RIVAROXABAN","#FFFFC9",872
"Loss of consciousness",32,0.00177688933311122,0.902500162348205,"RIVAROXABAN","#FFFF78",873
"Malaise",85,0.00471986229107668,0.487383519359089,"RIVAROXABAN","white",874
