"","counts","type","freq"
"Balanoposthitis",17,"AE",5.48714555460517e-05
"Bladder irritation",17,"AE",5.48714555460517e-05
"Bladder transitional cell carcinoma",17,"AE",5.48714555460517e-05
"Blood electrolytes abnormal",17,"AE",5.48714555460517e-05
"Blood iron abnormal",17,"AE",5.48714555460517e-05
"Blood pressure immeasurable",17,"AE",5.48714555460517e-05
"Bone deformity",17,"AE",5.48714555460517e-05
"Bone marrow oedema",17,"AE",5.48714555460517e-05
"Breast neoplasm",17,"AE",5.48714555460517e-05
"Breech presentation",17,"AE",5.48714555460517e-05
"Burning mouth syndrome",17,"AE",5.48714555460517e-05
"Candida sepsis",17,"AE",5.48714555460517e-05
"Carotid artery disease",17,"AE",5.48714555460517e-05
"Chronic myelomonocytic leukaemia",17,"AE",5.48714555460517e-05
"Colonic abscess",17,"AE",5.48714555460517e-05
"Complication of pregnancy",17,"AE",5.48714555460517e-05
"Contraindication to medical treatment",17,"AE",5.48714555460517e-05
"Corneal opacity",17,"AE",5.48714555460517e-05
"Cytomegalovirus enterocolitis",17,"AE",5.48714555460517e-05
"Dacryostenosis acquired",17,"AE",5.48714555460517e-05
"Delusion of grandeur",17,"AE",5.48714555460517e-05
"Device loosening",17,"AE",5.48714555460517e-05
"Diabetic nephropathy",17,"AE",5.48714555460517e-05
"Diaphragmatic paralysis",17,"AE",5.48714555460517e-05
"Drug administered in wrong device",17,"AE",5.48714555460517e-05
"Dyschromatopsia",17,"AE",5.48714555460517e-05
"Early satiety",17,"AE",5.48714555460517e-05
"Ejection fraction abnormal",17,"AE",5.48714555460517e-05
"Eosinophil count decreased",17,"AE",5.48714555460517e-05
"Excessive eye blinking",17,"AE",5.48714555460517e-05
"Eyelid exfoliation",17,"AE",5.48714555460517e-05
"Eyelid irritation",17,"AE",5.48714555460517e-05
"Eyelid pain",17,"AE",5.48714555460517e-05
"Foaming at mouth",17,"AE",5.48714555460517e-05
"Food aversion",17,"AE",5.48714555460517e-05
"Gastrointestinal bacterial infection",17,"AE",5.48714555460517e-05
"Gastrointestinal tract irritation",17,"AE",5.48714555460517e-05
"Gastrointestinal viral infection",17,"AE",5.48714555460517e-05
"Glomerular filtration rate abnormal",17,"AE",5.48714555460517e-05
"Haemoglobinuria",17,"AE",5.48714555460517e-05
"Haemorrhagic disorder",17,"AE",5.48714555460517e-05
"Hand-foot-and-mouth disease",17,"AE",5.48714555460517e-05
"Helicobacter test positive",17,"AE",5.48714555460517e-05
"Hypertrophic cardiomyopathy",17,"AE",5.48714555460517e-05
"Hypoglycaemia neonatal",17,"AE",5.48714555460517e-05
"Hypopyon",17,"AE",5.48714555460517e-05
"Hyporeflexia",17,"AE",5.48714555460517e-05
"Hypothalamo-pituitary disorder",17,"AE",5.48714555460517e-05
"Hypotony of eye",17,"AE",5.48714555460517e-05
"IgA nephropathy",17,"AE",5.48714555460517e-05
"Illusion",17,"AE",5.48714555460517e-05
"Infusion site bruising",17,"AE",5.48714555460517e-05
"Intestinal operation",17,"AE",5.48714555460517e-05
"Loss of employment",17,"AE",5.48714555460517e-05
"Lung operation",17,"AE",5.48714555460517e-05
"Malignant hypertension",17,"AE",5.48714555460517e-05
"Mean cell haemoglobin increased",17,"AE",5.48714555460517e-05
"Methaemoglobinaemia",17,"AE",5.48714555460517e-05
"Mitral valve prolapse",17,"AE",5.48714555460517e-05
"Multi-organ disorder",17,"AE",5.48714555460517e-05
"Nasal crusting",17,"AE",5.48714555460517e-05
"Nodal arrhythmia",17,"AE",5.48714555460517e-05
"Obstruction gastric",17,"AE",5.48714555460517e-05
"Ophthalmoplegia",17,"AE",5.48714555460517e-05
"Optic nerve disorder",17,"AE",5.48714555460517e-05
"Palmar erythema",17,"AE",5.48714555460517e-05
"Penile size reduced",17,"AE",5.48714555460517e-05
"Perinatal depression",17,"AE",5.48714555460517e-05
"Pleurothotonus",17,"AE",5.48714555460517e-05
"PO2 decreased",17,"AE",5.48714555460517e-05
"Polymyositis",17,"AE",5.48714555460517e-05
"Post procedural discharge",17,"AE",5.48714555460517e-05
"Pregnancy of partner",17,"AE",5.48714555460517e-05
"Product outer packaging issue",17,"AE",5.48714555460517e-05
"Prostate infection",17,"AE",5.48714555460517e-05
"Prostatic specific antigen abnormal",17,"AE",5.48714555460517e-05
"Pseudoporphyria",17,"AE",5.48714555460517e-05
"Rectal tenesmus",17,"AE",5.48714555460517e-05
"Respiratory disorder neonatal",17,"AE",5.48714555460517e-05
"Restrictive pulmonary disease",17,"AE",5.48714555460517e-05
"Saliva altered",17,"AE",5.48714555460517e-05
"Serum sickness-like reaction",17,"AE",5.48714555460517e-05
"Sialoadenitis",17,"AE",5.48714555460517e-05
"Skeletal injury",17,"AE",5.48714555460517e-05
"Skin neoplasm excision",17,"AE",5.48714555460517e-05
"Small fibre neuropathy",17,"AE",5.48714555460517e-05
"Soft tissue injury",17,"AE",5.48714555460517e-05
"Spinal cord neoplasm",17,"AE",5.48714555460517e-05
"Squamous cell carcinoma of lung",17,"AE",5.48714555460517e-05
"Telangiectasia",17,"AE",5.48714555460517e-05
"Therapeutic response increased",17,"AE",5.48714555460517e-05
"Thrombotic stroke",17,"AE",5.48714555460517e-05
"Vaginal ulceration",17,"AE",5.48714555460517e-05
"Alcohol use",16,"AE",5.16437228668722e-05
"Allergic cough",16,"AE",5.16437228668722e-05
"Allergic sinusitis",16,"AE",5.16437228668722e-05
"Alpha 1 foetoprotein increased",16,"AE",5.16437228668722e-05
"Amaurosis fugax",16,"AE",5.16437228668722e-05
"Anticonvulsant drug level decreased",16,"AE",5.16437228668722e-05
"Antiphospholipid syndrome",16,"AE",5.16437228668722e-05
"Aortic calcification",16,"AE",5.16437228668722e-05
"Arteriovenous fistula",16,"AE",5.16437228668722e-05
"Biliary tract disorder",16,"AE",5.16437228668722e-05
"Bleeding time prolonged",16,"AE",5.16437228668722e-05
"Blood alkaline phosphatase abnormal",16,"AE",5.16437228668722e-05
"Blood sodium abnormal",16,"AE",5.16437228668722e-05
"Blood urea abnormal",16,"AE",5.16437228668722e-05
"Blood urine",16,"AE",5.16437228668722e-05
"Bronchitis bacterial",16,"AE",5.16437228668722e-05
"Chronic fatigue syndrome",16,"AE",5.16437228668722e-05
"Chronic respiratory failure",16,"AE",5.16437228668722e-05
"Claustrophobia",16,"AE",5.16437228668722e-05
"Conjunctival oedema",16,"AE",5.16437228668722e-05
"Craniosynostosis",16,"AE",5.16437228668722e-05
"Cyst removal",16,"AE",5.16437228668722e-05
"Delayed recovery from anaesthesia",16,"AE",5.16437228668722e-05
"Dermatitis diaper",16,"AE",5.16437228668722e-05
"Diaphragmatic disorder",16,"AE",5.16437228668722e-05
"Distractibility",16,"AE",5.16437228668722e-05
"Drug dispensed to wrong patient",16,"AE",5.16437228668722e-05
"Drug tolerance increased",16,"AE",5.16437228668722e-05
"Electrocardiogram T wave abnormal",16,"AE",5.16437228668722e-05
"Emergency care examination",16,"AE",5.16437228668722e-05
"Endometrial hyperplasia",16,"AE",5.16437228668722e-05
"Enterocutaneous fistula",16,"AE",5.16437228668722e-05
"Epstein-Barr viraemia",16,"AE",5.16437228668722e-05
"Failure of child resistant mechanism for pharmaceutical product",16,"AE",5.16437228668722e-05
"Gastroenteritis salmonella",16,"AE",5.16437228668722e-05
"Genital herpes",16,"AE",5.16437228668722e-05
"Helicobacter gastritis",16,"AE",5.16437228668722e-05
"Hemianopia homonymous",16,"AE",5.16437228668722e-05
"High frequency ablation",16,"AE",5.16437228668722e-05
"Hirsutism",16,"AE",5.16437228668722e-05
"Induced labour",16,"AE",5.16437228668722e-05
"Infusion site warmth",16,"AE",5.16437228668722e-05
"Injection site macule",16,"AE",5.16437228668722e-05
"Inner ear disorder",16,"AE",5.16437228668722e-05
"Investigation abnormal",16,"AE",5.16437228668722e-05
"Ischaemic cerebral infarction",16,"AE",5.16437228668722e-05
"Ischaemic hepatitis",16,"AE",5.16437228668722e-05
"Lack of injection site rotation",16,"AE",5.16437228668722e-05
"Laryngeal cancer",16,"AE",5.16437228668722e-05
"Leukocyturia",16,"AE",5.16437228668722e-05
"Ligament injury",16,"AE",5.16437228668722e-05
"Malignant melanoma in situ",16,"AE",5.16437228668722e-05
"Mallory-Weiss syndrome",16,"AE",5.16437228668722e-05
"Mantle cell lymphoma",16,"AE",5.16437228668722e-05
"Mixed liver injury",16,"AE",5.16437228668722e-05
"Mucosal dryness",16,"AE",5.16437228668722e-05
"Mycosis fungoides",16,"AE",5.16437228668722e-05
"Nasal operation",16,"AE",5.16437228668722e-05
"Neonatal asphyxia",16,"AE",5.16437228668722e-05
"Neutrophil percentage increased",16,"AE",5.16437228668722e-05
"Normal pressure hydrocephalus",16,"AE",5.16437228668722e-05
"Oncologic complication",16,"AE",5.16437228668722e-05
"Ophthalmic herpes simplex",16,"AE",5.16437228668722e-05
"Osteochondrosis",16,"AE",5.16437228668722e-05
"Peripheral artery stenosis",16,"AE",5.16437228668722e-05
"Peripheral nerve injury",16,"AE",5.16437228668722e-05
"Perirectal abscess",16,"AE",5.16437228668722e-05
"Pharyngeal hypoaesthesia",16,"AE",5.16437228668722e-05
"Phobia",16,"AE",5.16437228668722e-05
"Polycythaemia vera",16,"AE",5.16437228668722e-05
"Product used for unknown indication",16,"AE",5.16437228668722e-05
"Rectal prolapse",16,"AE",5.16437228668722e-05
"Rectal ulcer",16,"AE",5.16437228668722e-05
"Renal dysplasia",16,"AE",5.16437228668722e-05
"Renal haematoma",16,"AE",5.16437228668722e-05
"Rheumatoid factor increased",16,"AE",5.16437228668722e-05
"Ruptured ectopic pregnancy",16,"AE",5.16437228668722e-05
"Scapula fracture",16,"AE",5.16437228668722e-05
"Soft tissue disorder",16,"AE",5.16437228668722e-05
"Soliloquy",16,"AE",5.16437228668722e-05
"Steatohepatitis",16,"AE",5.16437228668722e-05
"Steroid withdrawal syndrome",16,"AE",5.16437228668722e-05
"Streptococcus test positive",16,"AE",5.16437228668722e-05
"Stubbornness",16,"AE",5.16437228668722e-05
"Superior vena cava syndrome",16,"AE",5.16437228668722e-05
"Threatened labour",16,"AE",5.16437228668722e-05
"Tinea infection",16,"AE",5.16437228668722e-05
"Tongue injury",16,"AE",5.16437228668722e-05
"Transient global amnesia",16,"AE",5.16437228668722e-05
"Transitional cell carcinoma",16,"AE",5.16437228668722e-05
"Urinary sediment present",16,"AE",5.16437228668722e-05
"Vascular access complication",16,"AE",5.16437228668722e-05
"Vein collapse",16,"AE",5.16437228668722e-05
"Ventricular hypertrophy",16,"AE",5.16437228668722e-05
"Abscess neck",15,"AE",4.84159901876927e-05
"Acinetobacter infection",15,"AE",4.84159901876927e-05
"Agoraphobia",15,"AE",4.84159901876927e-05
"Alopecia areata",15,"AE",4.84159901876927e-05
"Amputation",15,"AE",4.84159901876927e-05
"Antibody test positive",15,"AE",4.84159901876927e-05
"Apallic syndrome",15,"AE",4.84159901876927e-05
"Arteriovenous malformation",15,"AE",4.84159901876927e-05
"Artificial crown procedure",15,"AE",4.84159901876927e-05
"Aspartate aminotransferase decreased",15,"AE",4.84159901876927e-05
"Atypical mycobacterial infection",15,"AE",4.84159901876927e-05
"Autoimmune colitis",15,"AE",4.84159901876927e-05
"Axillary pain",15,"AE",4.84159901876927e-05
"Bleeding varicose vein",15,"AE",4.84159901876927e-05
"Blood lactate dehydrogenase abnormal",15,"AE",4.84159901876927e-05
"Body height below normal",15,"AE",4.84159901876927e-05
"Body mass index decreased",15,"AE",4.84159901876927e-05
"Bradycardia neonatal",15,"AE",4.84159901876927e-05
"Breast abscess",15,"AE",4.84159901876927e-05
"Burns third degree",15,"AE",4.84159901876927e-05
"Cerebral artery occlusion",15,"AE",4.84159901876927e-05
"Cerebral cyst",15,"AE",4.84159901876927e-05
"Cerebral vasoconstriction",15,"AE",4.84159901876927e-05
"Cervix disorder",15,"AE",4.84159901876927e-05
"Chronic hepatitis C",15,"AE",4.84159901876927e-05
"Cleft lip",15,"AE",4.84159901876927e-05
"Clostridial infection",15,"AE",4.84159901876927e-05
"Cluster headache",15,"AE",4.84159901876927e-05
"Conduction disorder",15,"AE",4.84159901876927e-05
"Congenital hydronephrosis",15,"AE",4.84159901876927e-05
"Corneal perforation",15,"AE",4.84159901876927e-05
"Cytogenetic abnormality",15,"AE",4.84159901876927e-05
"Defiant behaviour",15,"AE",4.84159901876927e-05
"Derealisation",15,"AE",4.84159901876927e-05
"Dermatitis atopic",15,"AE",4.84159901876927e-05
"Encephalitis autoimmune",15,"AE",4.84159901876927e-05
"Extensor plantar response",15,"AE",4.84159901876927e-05
"Facial spasm",15,"AE",4.84159901876927e-05
"Feeling guilty",15,"AE",4.84159901876927e-05
"Finger amputation",15,"AE",4.84159901876927e-05
"Glycosuria",15,"AE",4.84159901876927e-05
"Graft complication",15,"AE",4.84159901876927e-05
"Haematoma evacuation",15,"AE",4.84159901876927e-05
"Hallucination, tactile",15,"AE",4.84159901876927e-05
"Halo vision",15,"AE",4.84159901876927e-05
"Hepatic cancer metastatic",15,"AE",4.84159901876927e-05
"Hepatitis C virus test positive",15,"AE",4.84159901876927e-05
"Hypermetropia",15,"AE",4.84159901876927e-05
"Hypertensive emergency",15,"AE",4.84159901876927e-05
"Hypoplastic left heart syndrome",15,"AE",4.84159901876927e-05
"Immune-mediated adverse reaction",15,"AE",4.84159901876927e-05
"Immunoglobulins decreased",15,"AE",4.84159901876927e-05
"Incision site haemorrhage",15,"AE",4.84159901876927e-05
"Intensive care",15,"AE",4.84159901876927e-05
"Intervertebral disc compression",15,"AE",4.84159901876927e-05
"Intestinal angioedema",15,"AE",4.84159901876927e-05
"Keloid scar",15,"AE",4.84159901876927e-05
"Labile blood pressure",15,"AE",4.84159901876927e-05
"Mammogram abnormal",15,"AE",4.84159901876927e-05
"Mean cell volume decreased",15,"AE",4.84159901876927e-05
"Menstruation normal",15,"AE",4.84159901876927e-05
"Metabolic syndrome",15,"AE",4.84159901876927e-05
"Micturition frequency decreased",15,"AE",4.84159901876927e-05
"Monocyte percentage increased",15,"AE",4.84159901876927e-05
"Motor developmental delay",15,"AE",4.84159901876927e-05
"Muscle abscess",15,"AE",4.84159901876927e-05
"Mycobacterium chelonae infection",15,"AE",4.84159901876927e-05
"Myocardial fibrosis",15,"AE",4.84159901876927e-05
"N-terminal prohormone brain natriuretic peptide increased",15,"AE",4.84159901876927e-05
"Narcotic bowel syndrome",15,"AE",4.84159901876927e-05
"Needle fatigue",15,"AE",4.84159901876927e-05
"Nephrogenic diabetes insipidus",15,"AE",4.84159901876927e-05
"Nephrosclerosis",15,"AE",4.84159901876927e-05
"Neurodermatitis",15,"AE",4.84159901876927e-05
"Neuromyopathy",15,"AE",4.84159901876927e-05
"Neutropenic colitis",15,"AE",4.84159901876927e-05
"Obliterative bronchiolitis",15,"AE",4.84159901876927e-05
"Ocular vascular disorder",15,"AE",4.84159901876927e-05
"Oesophageal rupture",15,"AE",4.84159901876927e-05
"Onycholysis",15,"AE",4.84159901876927e-05
"Osteosclerosis",15,"AE",4.84159901876927e-05
"Palatal oedema",15,"AE",4.84159901876927e-05
"Pertussis",15,"AE",4.84159901876927e-05
"Pituitary tumour benign",15,"AE",4.84159901876927e-05
"Placental insufficiency",15,"AE",4.84159901876927e-05
"Pneumomediastinum",15,"AE",4.84159901876927e-05
"Procedural anxiety",15,"AE",4.84159901876927e-05
"Product blister packaging issue",15,"AE",4.84159901876927e-05
"Psychogenic seizure",15,"AE",4.84159901876927e-05
"Respiratory tract infection bacterial",15,"AE",4.84159901876927e-05
"Reticulocyte count increased",15,"AE",4.84159901876927e-05
"Retinal vascular thrombosis",15,"AE",4.84159901876927e-05
"Rheumatoid lung",15,"AE",4.84159901876927e-05
"Richter's syndrome",15,"AE",4.84159901876927e-05
"Secondary adrenocortical insufficiency",15,"AE",4.84159901876927e-05
"Sleep attacks",15,"AE",4.84159901876927e-05
"Small intestinal stenosis",15,"AE",4.84159901876927e-05
"Sputum retention",15,"AE",4.84159901876927e-05
"Stoma site hypergranulation",15,"AE",4.84159901876927e-05
"Subclavian vein thrombosis",15,"AE",4.84159901876927e-05
"Subretinal fluid",15,"AE",4.84159901876927e-05
"Substance dependence",15,"AE",4.84159901876927e-05
"Superinfection",15,"AE",4.84159901876927e-05
"Suture related complication",15,"AE",4.84159901876927e-05
"Systolic dysfunction",15,"AE",4.84159901876927e-05
"Thought blocking",15,"AE",4.84159901876927e-05
"Thrombocytopenic purpura",15,"AE",4.84159901876927e-05
"Tongue neoplasm malignant stage unspecified",15,"AE",4.84159901876927e-05
"Tongue pruritus",15,"AE",4.84159901876927e-05
"Tonsillar disorder",15,"AE",4.84159901876927e-05
"Troponin T increased",15,"AE",4.84159901876927e-05
"Vena cava thrombosis",15,"AE",4.84159901876927e-05
"Acarodermatitis",14,"AE",4.51882575085131e-05
"Accidental exposure to product packaging",14,"AE",4.51882575085131e-05
"Acute myeloid leukaemia recurrent",14,"AE",4.51882575085131e-05
"Adjustment disorder",14,"AE",4.51882575085131e-05
"Alveolar proteinosis",14,"AE",4.51882575085131e-05
"Anal ulcer",14,"AE",4.51882575085131e-05
"Anticholinergic syndrome",14,"AE",4.51882575085131e-05
"Autonomic neuropathy",14,"AE",4.51882575085131e-05
"Beta haemolytic streptococcal infection",14,"AE",4.51882575085131e-05
"Bezoar",14,"AE",4.51882575085131e-05
"Bite",14,"AE",4.51882575085131e-05
"Blood alcohol increased",14,"AE",4.51882575085131e-05
"Blood insulin increased",14,"AE",4.51882575085131e-05
"Blood magnesium increased",14,"AE",4.51882575085131e-05
"Blood pressure systolic abnormal",14,"AE",4.51882575085131e-05
"Blood testosterone abnormal",14,"AE",4.51882575085131e-05
"Brain malformation",14,"AE",4.51882575085131e-05
"Burn oral cavity",14,"AE",4.51882575085131e-05
"Burning feet syndrome",14,"AE",4.51882575085131e-05
"Cardiac procedure complication",14,"AE",4.51882575085131e-05
"Cataract subcapsular",14,"AE",4.51882575085131e-05
"Chlamydial infection",14,"AE",4.51882575085131e-05
"Chronic gastrointestinal bleeding",14,"AE",4.51882575085131e-05
"Coccidioidomycosis",14,"AE",4.51882575085131e-05
"Colectomy total",14,"AE",4.51882575085131e-05
"Colon cancer metastatic",14,"AE",4.51882575085131e-05
"Colony stimulating factor therapy",14,"AE",4.51882575085131e-05
"Compulsive shopping",14,"AE",4.51882575085131e-05
"Consciousness fluctuating",14,"AE",4.51882575085131e-05
"Croup infectious",14,"AE",4.51882575085131e-05
"Culture positive",14,"AE",4.51882575085131e-05
"Cystic fibrosis respiratory infection suppression",14,"AE",4.51882575085131e-05
"Delivery",14,"AE",4.51882575085131e-05
"Device physical property issue",14,"AE",4.51882575085131e-05
"Diabetic metabolic decompensation",14,"AE",4.51882575085131e-05
"Dislocation of vertebra",14,"AE",4.51882575085131e-05
"Drug abuser",14,"AE",4.51882575085131e-05
"Drug detoxification",14,"AE",4.51882575085131e-05
"Dysplasia",14,"AE",4.51882575085131e-05
"Electric shock",14,"AE",4.51882575085131e-05
"Enterobacter sepsis",14,"AE",4.51882575085131e-05
"Eye ulcer",14,"AE",4.51882575085131e-05
"Facial asymmetry",14,"AE",4.51882575085131e-05
"Foetal heart rate abnormal",14,"AE",4.51882575085131e-05
"Foreign body in eye",14,"AE",4.51882575085131e-05
"Fracture of penis",14,"AE",4.51882575085131e-05
"Gastric operation",14,"AE",4.51882575085131e-05
"Gastrointestinal erosion",14,"AE",4.51882575085131e-05
"Gastrointestinal neoplasm",14,"AE",4.51882575085131e-05
"Gastrointestinal tract adenoma",14,"AE",4.51882575085131e-05
"Genital pain",14,"AE",4.51882575085131e-05
"Gingival erythema",14,"AE",4.51882575085131e-05
"Glomerulonephritis membranous",14,"AE",4.51882575085131e-05
"Heart transplant rejection",14,"AE",4.51882575085131e-05
"Heat stroke",14,"AE",4.51882575085131e-05
"Herpes zoster disseminated",14,"AE",4.51882575085131e-05
"Hyperammonaemic encephalopathy",14,"AE",4.51882575085131e-05
"Hypercalciuria",14,"AE",4.51882575085131e-05
"Hypertensive heart disease",14,"AE",4.51882575085131e-05
"Hypochloraemia",14,"AE",4.51882575085131e-05
"Inappropriate affect",14,"AE",4.51882575085131e-05
"Incision site complication",14,"AE",4.51882575085131e-05
"Infusion site irritation",14,"AE",4.51882575085131e-05
"Infusion site rash",14,"AE",4.51882575085131e-05
"Injection related reaction",14,"AE",4.51882575085131e-05
"Intestinal dilatation",14,"AE",4.51882575085131e-05
"Intracranial haematoma",14,"AE",4.51882575085131e-05
"Keratoacanthoma",14,"AE",4.51882575085131e-05
"Laboratory test interference",14,"AE",4.51882575085131e-05
"Lacrimal disorder",14,"AE",4.51882575085131e-05
"Lichen sclerosus",14,"AE",4.51882575085131e-05
"Lipids increased",14,"AE",4.51882575085131e-05
"Malignant ascites",14,"AE",4.51882575085131e-05
"Mineral supplementation",14,"AE",4.51882575085131e-05
"Monoclonal immunoglobulin present",14,"AE",4.51882575085131e-05
"Mucosal haemorrhage",14,"AE",4.51882575085131e-05
"Nail bed bleeding",14,"AE",4.51882575085131e-05
"Neonatal hypoxia",14,"AE",4.51882575085131e-05
"Obstructive uropathy",14,"AE",4.51882575085131e-05
"Occult blood",14,"AE",4.51882575085131e-05
"Oedema mouth",14,"AE",4.51882575085131e-05
"Orchitis",14,"AE",4.51882575085131e-05
"Oxygen consumption decreased",14,"AE",4.51882575085131e-05
"Patient uncooperative",14,"AE",4.51882575085131e-05
"Pelvic abscess",14,"AE",4.51882575085131e-05
"Penile swelling",14,"AE",4.51882575085131e-05
"Peritoneal cloudy effluent",14,"AE",4.51882575085131e-05
"Peritoneal dialysis",14,"AE",4.51882575085131e-05
"Phaeochromocytoma",14,"AE",4.51882575085131e-05
"Pneumonia mycoplasmal",14,"AE",4.51882575085131e-05
"Product contamination microbial",14,"AE",4.51882575085131e-05
"Pulmonary artery thrombosis",14,"AE",4.51882575085131e-05
"Pulmonary cavitation",14,"AE",4.51882575085131e-05
"Purpura fulminans",14,"AE",4.51882575085131e-05
"Pyelocaliectasis",14,"AE",4.51882575085131e-05
"Renal artery stenosis",14,"AE",4.51882575085131e-05
"Sacroiliitis",14,"AE",4.51882575085131e-05
"Sepsis neonatal",14,"AE",4.51882575085131e-05
"Sepsis syndrome",14,"AE",4.51882575085131e-05
"Serratia infection",14,"AE",4.51882575085131e-05
"Skin hypopigmentation",14,"AE",4.51882575085131e-05
"Stoma site pain",14,"AE",4.51882575085131e-05
"Streptococcal bacteraemia",14,"AE",4.51882575085131e-05
"Suspected transmission of an infectious agent via product",14,"AE",4.51882575085131e-05
"Tonic clonic movements",14,"AE",4.51882575085131e-05
"Transfusion reaction",14,"AE",4.51882575085131e-05
"Traumatic intracranial haemorrhage",14,"AE",4.51882575085131e-05
"Troponin I increased",14,"AE",4.51882575085131e-05
"Twin pregnancy",14,"AE",4.51882575085131e-05
"Uterine infection",14,"AE",4.51882575085131e-05
"Uterine pain",14,"AE",4.51882575085131e-05
"Vascular injury",14,"AE",4.51882575085131e-05
"Vitamin D abnormal",14,"AE",4.51882575085131e-05
"Acute left ventricular failure",13,"AE",4.19605248293336e-05
"Adrenal suppression",13,"AE",4.19605248293336e-05
"Adrenocortical insufficiency acute",13,"AE",4.19605248293336e-05
"Anal atresia",13,"AE",4.19605248293336e-05
"Appendix disorder",13,"AE",4.19605248293336e-05
"Application site dermatitis",13,"AE",4.19605248293336e-05
"Application site ulcer",13,"AE",4.19605248293336e-05
"Aptyalism",13,"AE",4.19605248293336e-05
"Arthroscopy",13,"AE",4.19605248293336e-05
"Asterixis",13,"AE",4.19605248293336e-05
"Axonal neuropathy",13,"AE",4.19605248293336e-05
"B-lymphocyte count decreased",13,"AE",4.19605248293336e-05
"Blood thyroid stimulating hormone abnormal",13,"AE",4.19605248293336e-05
"Bone operation",13,"AE",4.19605248293336e-05
"Borderline personality disorder",13,"AE",4.19605248293336e-05
"Brain stem syndrome",13,"AE",4.19605248293336e-05
"Bronchial carcinoma",13,"AE",4.19605248293336e-05
"Bronchial hyperreactivity",13,"AE",4.19605248293336e-05
"Butterfly rash",13,"AE",4.19605248293336e-05
"Carcinoid syndrome",13,"AE",4.19605248293336e-05
"Carotid arteriosclerosis",13,"AE",4.19605248293336e-05
"Cerebral palsy",13,"AE",4.19605248293336e-05
"Cervical radiculopathy",13,"AE",4.19605248293336e-05
"Chronic hepatitis",13,"AE",4.19605248293336e-05
"Compulsions",13,"AE",4.19605248293336e-05
"Computerised tomogram thorax abnormal",13,"AE",4.19605248293336e-05
"Congenital foot malformation",13,"AE",4.19605248293336e-05
"Cor pulmonale",13,"AE",4.19605248293336e-05
"Corynebacterium infection",13,"AE",4.19605248293336e-05
"Cranial nerve disorder",13,"AE",4.19605248293336e-05
"Device ineffective",13,"AE",4.19605248293336e-05
"Disseminated cryptococcosis",13,"AE",4.19605248293336e-05
"Drug-disease interaction",13,"AE",4.19605248293336e-05
"Dry age-related macular degeneration",13,"AE",4.19605248293336e-05
"Dry gangrene",13,"AE",4.19605248293336e-05
"Embolic cerebral infarction",13,"AE",4.19605248293336e-05
"Endometrial thickening",13,"AE",4.19605248293336e-05
"Enterococcus test positive",13,"AE",4.19605248293336e-05
"Enterocolitis bacterial",13,"AE",4.19605248293336e-05
"Enterovirus infection",13,"AE",4.19605248293336e-05
"Epstein-Barr virus test positive",13,"AE",4.19605248293336e-05
"Excessive cerumen production",13,"AE",4.19605248293336e-05
"Exposure to communicable disease",13,"AE",4.19605248293336e-05
"Fear of disease",13,"AE",4.19605248293336e-05
"Flashback",13,"AE",4.19605248293336e-05
"Gait spastic",13,"AE",4.19605248293336e-05
"Gallbladder polyp",13,"AE",4.19605248293336e-05
"Gastrointestinal candidiasis",13,"AE",4.19605248293336e-05
"Gastrointestinal mucosal disorder",13,"AE",4.19605248293336e-05
"Gingival abscess",13,"AE",4.19605248293336e-05
"Groin abscess",13,"AE",4.19605248293336e-05
"Groin infection",13,"AE",4.19605248293336e-05
"Haemophilus infection",13,"AE",4.19605248293336e-05
"Haemorrhagic ascites",13,"AE",4.19605248293336e-05
"Haemorrhagic erosive gastritis",13,"AE",4.19605248293336e-05
"Heart injury",13,"AE",4.19605248293336e-05
"Hepatic haemorrhage",13,"AE",4.19605248293336e-05
"Hepatic infection",13,"AE",4.19605248293336e-05
"Horner's syndrome",13,"AE",4.19605248293336e-05
"Hydrocele",13,"AE",4.19605248293336e-05
"Hypersplenism",13,"AE",4.19605248293336e-05
"Hypertensive encephalopathy",13,"AE",4.19605248293336e-05
"Hypoperfusion",13,"AE",4.19605248293336e-05
"Impaired reasoning",13,"AE",4.19605248293336e-05
"Implant site fibrosis",13,"AE",4.19605248293336e-05
"Incorrect drug dosage form administered",13,"AE",4.19605248293336e-05
"Increased viscosity of bronchial secretion",13,"AE",4.19605248293336e-05
"Infantile spasms",13,"AE",4.19605248293336e-05
"Infusion site discharge",13,"AE",4.19605248293336e-05
"Injection site exfoliation",13,"AE",4.19605248293336e-05
"Injection site ulcer",13,"AE",4.19605248293336e-05
"Injury corneal",13,"AE",4.19605248293336e-05
"Intraocular pressure decreased",13,"AE",4.19605248293336e-05
"Intravascular haemolysis",13,"AE",4.19605248293336e-05
"Intussusception",13,"AE",4.19605248293336e-05
"JC virus infection",13,"AE",4.19605248293336e-05
"Laryngeal discomfort",13,"AE",4.19605248293336e-05
"Laryngeal disorder",13,"AE",4.19605248293336e-05
"Lip discolouration",13,"AE",4.19605248293336e-05
"Lipoatrophy",13,"AE",4.19605248293336e-05
"Lower respiratory tract infection bacterial",13,"AE",4.19605248293336e-05
"Lymphatic disorder",13,"AE",4.19605248293336e-05
"Macroglossia",13,"AE",4.19605248293336e-05
"Medical device implantation",13,"AE",4.19605248293336e-05
"Muscle tone disorder",13,"AE",4.19605248293336e-05
